Date,Description,Comments,Check Number,Amount,Balance,rent
09/12/2025,Maintenance fee + tax,,,-$450.00,"$39,305.00",0
03/10/2024,Bi-weekly housing,,,-$200.00,"$33,730.00",0
11/27/2024,Servise payment,,,-$125.00,"$26,171.00",0
03/06/2024,Payment to Wilson,,,-$850.00,"$25,531.00",0
06/27/2024,Lease payment for residential unit,,,"$1,925.00","$38,603.00",1
07/19/2024,Building Management,,,"-$1,425.00","$29,446.00",1
03/29/2024,Crib fee,,,-$925.00,"$10,211.00",1
01/03/2025,Rent(payment),,,"-$2,750.00","$45,719.00",1
07/13/2024,CHARGE - AUTO,,,-$500.00,"$10,035.00",0
03/25/2025,Rent payment (primary residence),,,-$900.00,"$34,898.00",1
04/13/2024,Transfer to Miller,,,-$75.00,"$15,681.00",0
09/14/2024,Property payment,,,-$100.00,"$19,878.00",0
07/01/2025,Strata payment,,,"-$2,600.00","$4,712.00",1
08/19/2025,Rent payment (primary residence),,,-$600.00,"$18,097.00",1
12/08/2024,RENT - APT 5B,,,"-$1,075.00","$49,095.00",1
11/10/2025,Service 1st of month,,,"$3,000.00","$47,077.00",0
12/20/2024,Residential payment Last day,,,-$900.00,"$9,484.00",1
02/12/2024,Facility Solutions,,,"-$1,000.00","$32,299.00",0
08/21/2024,Recurring transfer to Smith,,,-$50.00,"$36,008.00",0
11/29/2025,Utility fee incl. services,,,"-$1,950.00","$29,162.00",0
07/16/2025,Building Management,,,$125.00,"$25,098.00",0
07/17/2024,Unit fee,,,-$300.00,"$15,884.00",0
07/03/2025,Place remittance,,,-$50.00,"$4,727.00",0
02/28/2024,Monthly premises fee,,,"-$1,600.00","$40,479.00",1
10/26/2024,Complex management remittance,,,"-$2,350.00","$6,005.00",1
07/10/2025,Recurring 1st week,,,-$500.00,"$30,067.00",0
01/10/2025,Maintenence payment,,,"-$1,800.00","$21,896.00",0
02/25/2024,Property remittance for residential unit,,,"-$2,400.00","$9,987.00",1
11/08/2024,Rant remittance,,,-$950.00,"$10,303.00",1
08/28/2024,Premises fee with service charge,,,-$900.00,"$3,212.00",1
10/11/2024,Rental payment,,,"-$1,950.00","$26,073.00",0
03/30/2025,Zelle to Davis,,,"-$2,100.00","$44,280.00",0
02/02/2024,Flat fee,,,-$50.00,"$23,034.00",0
08/28/2025,Monthly payment to John,,,-$450.00,"$29,019.00",0
04/21/2024,Spot payment,,,"-$1,700.00","$38,526.00",1
06/15/2024,Membership First Monday,,,-$650.00,"$45,734.00",0
03/28/2024,Membership Monthly anniversary,,,-$400.00,"$41,340.00",0
01/05/2025,Payment to Wilson,,,"-$1,800.00","$9,146.00",0
08/05/2025,Maintenance fee + tax,,,-$800.00,"$31,568.00",0
01/02/2025,Rent payment (apartment),,,"-$1,375.00","$6,213.00",1
09/16/2025,Tenancy payment,,,"-$1,550.00","$33,435.00",0
08/20/2024,Apartment payment + parking,,,-$725.00,"$3,523.00",1
12/01/2025,Condo fee,,,"-$3,000.00","$48,012.00",1
03/03/2024,Residential payment 20th periodic,,,"-$1,500.00","$24,156.00",1
09/06/2025,Check #1234 for monthly (Unit 29A),,,"-$2,550.00","$22,350.00",1
11/28/2025,Separate from rent - deposit,,,"-$1,750.00","$24,611.00",0
02/21/2025,FEE - RECURRING,,,-$400.00,"$3,923.00",0
06/02/2024,Service 1st of month,,,"-$1,600.00","$47,908.00",0
08/08/2024,Unit fee,,,$150.00,"$6,140.00",0
08/17/2024,Pad payment,,,"-$2,825.00","$8,945.00",1
09/13/2025,Rent payment (apartment),,,"-$2,625.00","$13,781.00",1
09/06/2024,Property payment,,,-$300.00,"$8,563.00",0
03/31/2025,R3nt fee,,,"-$1,800.00","$34,137.00",1
01/05/2025,Accommodation remittance including tax,,,"-$1,475.00","$16,057.00",1
07/04/2025,Quarterly dwelling,,,"-$2,975.00","$19,801.00",1
11/17/2024,Residential Services,,,-$700.00,"$33,387.00",0
07/03/2024,RENT - APT 5B,,,"-$1,200.00","$37,344.00",1
04/13/2024,Recurring transfer to Smith,,,"$1,250.00","$9,675.00",0
03/08/2025,Property fee,,,"-$1,200.00","$23,073.00",0
08/28/2025,Utility fee incl. services,,,"$1,850.00","$27,796.00",0
03/22/2025,Facility Solutions,,,-$150.00,"$39,637.00",0
06/04/2024,RENT>>PAYMENT,,,"-$3,000.00","$30,722.00",1
11/24/2024,Distinct from rent - service,,,"-$1,400.00","$16,221.00",0
05/20/2025,Lease charge,,,"-$1,000.00","$28,963.00",0
11/26/2024,Complex fee,,,"-$1,350.00","$19,235.00",0
04/11/2024,Complex fee,,,-$125.00,"$15,656.00",0
10/22/2024,Residential payment 20th periodic,,,-$925.00,"$10,240.00",1
07/30/2024,Strata payment,,,"-$1,200.00","$3,604.00",1
01/07/2024,Rent payment ,,,"-$1,825.00","$38,431.00",1
03/31/2025,Condo fee,,,-$400.00,"$8,860.00",0
03/18/2025,Non-rent housing expense,,,-$150.00,"$8,632.00",0
03/21/2024,Servise payment,,,-$100.00,"$19,095.00",0
10/07/2025,Utilitie payment,,,-$450.00,"$7,582.00",0
07/13/2024,UTILITY - AUTO,,,"-$1,100.00","$15,431.00",0
09/28/2024,Rent payment (primary residence),,,"-$1,275.00","$14,013.00",1
06/12/2025,RENT - DO NOT DELETE,,,-$675.00,"$37,551.00",1
12/28/2025,Residential Services,,,"-$2,000.00","$23,852.00",1
06/27/2025,Service fee + insurance,,,-$300.00,"$33,127.00",0
09/04/2025,Lease fee,,,$950.00,"$19,826.00",0
04/02/2025,Property remittance,,,"-$1,750.00","$23,778.00",0
12/22/2025,Semi-monthly residence,,,-$900.00,"$40,390.00",0
12/04/2025,Remittance to Moore,,,-$350.00,"$27,804.00",0
07/29/2025,Rent (missed auto),,,"-$1,775.00","$29,963.00",1
02/12/2025,Recurring transfer to Smith,,,-$350.00,"$42,698.00",0
11/11/2024,Rent payment ,,,"-$2,975.00","$41,978.00",1
09/20/2025,Apartment payment + parking,,,"$2,750.00","$2,383.00",1
04/02/2024,Maintenence payment,,,-$500.00,"$43,921.00",0
06/15/2025,Unit Management (Unit 11C),,,"-$1,925.00","$11,577.00",1
12/05/2024,Distinct from rent - service,,,-$300.00,"$2,312.00",0
05/28/2025,Lease fee for residential unit,,,-$725.00,"$2,588.00",1
10/08/2025,Rant remittance,,,-$750.00,"$25,763.00",1
05/14/2024,FEE - MONTHLY,,,"-$2,100.00","$49,670.00",0
04/07/2024,Rent/payment,,,"-$1,925.00","$21,459.00",1
03/11/2025,Letting fee,,,-$400.00,"$18,319.00",0
01/20/2025,ACH to Johnson LLC,,,-$300.00,"$32,676.00",0
12/20/2025,Digs payment,,,"-$2,400.00","$25,427.00",0
04/08/2025,Monthly payment to John,,,"-$1,475.00","$37,906.00",1
10/20/2025,Unit remittance for residential unit,,,-$800.00,"$14,610.00",1
08/30/2025,Debit to Anderson,,,-$600.00,"$48,384.00",0
03/01/2024,Rent (missed auto),,,"-$2,100.00","$10,870.00",1
11/25/2024,Accommodation remittance including tax,,,"-$2,050.00","$14,711.00",1
07/12/2025,Besides rent - insurance,,,-$450.00,"$37,359.00",0
04/17/2024,Rent payment ,,,"-$1,925.00","$11,622.00",1
06/19/2024,Bi-weekly housing,,,-$775.00,"$42,036.00",1
05/23/2024,Subscripton payment,,,-$950.00,"$20,282.00",0
06/19/2025,Property payment,,,"-$1,400.00","$35,291.00",0
09/20/2025,Residential payment 25th standing,,,"-$2,650.00","$31,335.00",1
12/04/2024,Residential payment Every 30 days,,,"-$1,075.00","$32,055.00",1
11/21/2024,Rent payment ,,,"$2,350.00","$1,367.00",1
12/19/2025,Recurring 1st week,,,-$125.00,"$5,004.00",0
08/31/2025,Real Estate Solutions,,,"-$1,800.00","$42,210.00",0
07/16/2024,Periodic 30th payment,,,"-$2,150.00","$25,069.00",1
09/17/2024,Crib fee,,,"-$1,100.00","$15,184.00",0
07/01/2024,Check #1234 for monthly,,,-$150.00,"$26,096.00",0
08/12/2025,Maintenence payment,,,"-$1,600.00","$12,016.00",0
08/25/2024,Residential payment 5th monthly,,,"-$1,075.00","$1,016.00",1
03/20/2024,UTILITY - MONTHLY,,,"-$1,000.00","$31,912.00",0
11/05/2024,Tenancy payment,,,-$300.00,"$26,266.00",0
12/29/2024,Lease charge,,,-$450.00,"$15,018.00",0
10/10/2025,RENT PAYMENT (MONTHLY),,,"-$2,150.00","$46,554.00",1
12/02/2025,Semi-monthly residence,,,-$700.00,"$24,965.00",0
11/17/2025,Property remittance,,,-$250.00,"$13,516.00",0
01/18/2025,First of month payment,,,"-$1,850.00","$1,367.00",0
12/02/2024,Real Estate Solutions,,,-$350.00,"$18,893.00",0
10/24/2025,Facility Solutions,,,"-$1,550.00","$38,498.00",1
04/27/2025,Residential payment Quarterly,,,"-$2,275.00","$43,437.00",1
02/09/2024,Unit remittance for residential unit,,,"-$1,225.00","$8,826.00",1
03/30/2025,Monthly housing and utilities bundle,,,"-$1,700.00","$19,184.00",1
11/01/2025,Monthly housing and utilities bundle,,,"-$1,750.00","$12,089.00",1
06/12/2025,Monthly on 15th,,,-$600.00,"$5,029.00",0
07/16/2024,RENT|AUTO,,,"-$1,100.00","$30,058.00",1
10/09/2024,Abode payment plus insurance,,,"-$2,075.00","$1,211.00",1
10/07/2024,Tenancy payment,,,-$450.00,"$6,642.00",0
03/31/2024,ACH to Johnson LLC,,,-$200.00,"$39,741.00",0
06/22/2024,Rant remittance,,,"-$1,875.00","$48,466.00",1
11/11/2024,RENT - DO NOT DELETE,,,"-$1,100.00","$47,262.00",1
07/01/2024,Premises Services,,,-$450.00,"$18,878.00",0
06/30/2024,Residential payment 20th periodic,,,"-$2,250.00","$24,275.00",1
12/23/2024,Subscripton payment,,,"-$1,800.00","$39,353.00",0
06/08/2024,Digs payment,,,-$700.00,"$19,919.00",0
12/16/2024,Abode payment plus insurance,,,"-$2,800.00","$14,809.00",1
08/11/2024,NOT rent - utilities,,,-$125.00,"$32,143.00",0
04/23/2025,Flat fee,,,"-$3,025.00","$3,218.00",1
12/19/2025,Real Estate Solutions,,,"-$2,400.00","$43,459.00",0
07/10/2024,Residential payment 20th periodic,,,"-$1,275.00","$2,425.00",1
09/23/2025,Apart from rent - maintenance,,,-$700.00,"$16,963.00",0
01/17/2025,HOA fee incl. services,,,$600.00,"$16,355.00",0
03/07/2025,Rent payment (primary residence),,,"-$3,025.00","$11,749.00",1
11/03/2024,RENT|AUTO,,,"-$1,400.00","$9,512.00",1
02/25/2024,Service 20th periodic,,,-$500.00,"$1,055.00",0
07/24/2024,RENT #2024-001,,,"-$1,600.00","$14,324.00",1
04/02/2024,Servise payment,,,"-$1,200.00","$32,283.00",0
12/18/2024,Unit 7B monthly,,,"$1,925.00","$44,806.00",1
04/19/2025,Utilitie payment,,,"-$1,100.00","$22,437.00",0
11/21/2025,Subscripton payment,,,"-$1,600.00","$33,001.00",0
08/15/2024,RENT PAYMENT (MONTHLY),,,"-$1,450.00","$33,863.00",1
09/17/2025,Unit letting,,,-$825.00,"$13,318.00",1
08/04/2024,Unit charge for residential unit,,,"-$1,775.00","$28,899.00",1
10/18/2024,Lease fee for residential unit,,,$750.00,"$28,638.00",1
06/16/2024,Lease charge for residential unit,,,-$975.00,"$23,694.00",1
11/02/2025,RENT - APT 5B,,,"-$1,250.00","$34,224.00",1
12/03/2025,Independent of rent - repair,,,"-$1,800.00","$4,572.00",0
03/11/2025,Payment on 1st of month,,,-$125.00,"$30,508.00",0
04/29/2025,Maintenence payment,,,$125.00,"$35,846.00",0
11/21/2025,Monthly payment to John,,,-$450.00,"$17,897.00",0
06/11/2025,RENT~MONTHLY,,,"-$2,050.00","$3,611.00",1
05/16/2025,Rent payment ,,,"-$1,850.00","$45,236.00",1
01/25/2024,Lodgings remittance,,,-$400.00,"$22,275.00",0
10/13/2025,Check #1234 for monthly,,,-$500.00,"$26,966.00",0
06/28/2024,Abode disbursement,,,"-$1,075.00","$29,252.00",1
12/19/2024,Membership Every 30 days,,,$300.00,"$49,017.00",0
02/11/2024,Real Estate Solutions,,,-$950.00,"$48,539.00",0
12/11/2024,Residential payment Every 30 days,,,"-$1,675.00","$13,054.00",1
10/30/2025,Utilitie payment,,,-$700.00,"$38,414.00",0
11/06/2024,Service fee incl. services,,,-$75.00,"$29,635.00",0
12/06/2025,Maintenence payment,,,"-$1,000.00","$12,879.00",0
10/06/2024,Zelle to Davis,,,-$50.00,"$19,007.00",0
04/18/2025,Crib fee,,,"-$1,450.00","$22,273.00",0
03/06/2024,Accommodation remittance including tax,,,"-$2,300.00","$40,009.00",1
07/08/2025,Unit payment,,,-$450.00,"$30,123.00",0
04/18/2025,RENT~MONTHLY,,,"-$1,400.00","$45,104.00",1
09/18/2024,Apart from rent - maintenance,,,-$100.00,"$23,629.00",0
07/31/2024,Rent-pay ment,,,"-$1,850.00","$21,665.00",1
11/21/2025,Excluding rent - HOA,,,"-$1,600.00","$38,020.00",0
03/01/2025,Subscription 1st of month,,,"$1,200.00","$25,594.00",0
01/22/2025,Residence fee including amenities,,,-$975.00,"$8,250.00",1
07/01/2024,CHARGE - AUTO,,,-$700.00,"$40,272.00",0
11/23/2024,Utilitie payment,,,"-$1,800.00","$36,102.00",0
08/18/2024,CHARGE - RECURRING,,,-$400.00,"$12,640.00",0
10/22/2024,Periodic 30th payment,,,-$450.00,"$45,784.00",0
01/27/2025,Unit letting,,,"-$2,125.00","$2,903.00",1
05/21/2024,Abode payment plus insurance,,,-$900.00,"$27,789.00",1
11/28/2024,Apartment payment + parking,,,"-$3,025.00","$25,267.00",1
09/07/2025,RENT-RECURRING,,,"-$2,850.00","$11,576.00",1
01/12/2025,Servise payment,,,-$200.00,"$14,093.00",0
05/15/2024,Semi-monthly residence,,,-$50.00,"$17,059.00",0
09/04/2024,Subscripton payment,,,"-$1,000.00","$22,709.00",0
09/07/2024,Rent payment ,,,-$600.00,"$27,630.00",1
01/29/2025,Residential Services,,,-$350.00,"$47,910.00",0
03/25/2025,Rent payment (apartment),,,-$750.00,"$48,523.00",1
01/07/2025,Lease charge for residential unit,,,"-$2,275.00","$7,791.00",1
09/25/2024,Rent(payment),,,-$925.00,"$44,026.00",1
05/25/2024,Subscription Monthly anniversary,,,-$250.00,"$46,463.00",0
04/14/2025,RENT~MONTHLY,,,"-$1,450.00","$46,167.00",1
12/04/2024,Maintenence payment,,,"-$1,400.00","$10,176.00",0
06/18/2025,Transfer to Miller,,,"-$3,000.00","$21,097.00",1
08/04/2025,Premises fee with service charge,,,"-$2,250.00","$46,552.00",1
05/30/2024,Unit payment including maintenance,,,"-$1,525.00","$14,871.00",1
05/31/2024,Rental payment,,,-$500.00,"$34,870.00",0
05/03/2025,Service fee + insurance,,,"-$2,600.00","$25,534.00",0
05/11/2025,HOA fee + tax,,,-$900.00,"$5,243.00",0
08/18/2024,Complex charge,,,-$150.00,"$8,837.00",0
12/31/2024,Rent payment (apartment),,,-$700.00,"$49,586.00",1
01/07/2025,Unit payment including maintenance,,,-$950.00,"$18,791.00",1
02/27/2024,Rent payment (apartment),,,"-$1,425.00","$49,459.00",1
12/07/2025,Residential payment Calendar month,,,"-$1,425.00","$30,888.00",1
02/11/2024,Residential payment 20th periodic,,,"-$2,800.00","$13,452.00",1
05/15/2024,Letting fee,,,"-$1,325.00","$39,094.00",1
04/20/2025,Semi-monthly residence,,,-$75.00,"$13,872.00",0
04/29/2024,Independent of rent - repair,,,"-$3,000.00","$32,931.00",0
08/05/2025,Residential Services,,,-$125.00,"$43,115.00",0
08/26/2025,RENT>>PAYMENT,,,"-$2,200.00","$27,684.00",1
05/19/2025,Maintenance fee incl. services,,,$900.00,"$20,637.00",0
06/28/2025,Payment to Wilson,,,"-$1,200.00","$8,305.00",0
05/14/2025,123 Main St monthly,,,"-$2,425.00","$5,296.00",1
11/20/2025,Lease payment,,,-$450.00,"$12,970.00",0
04/21/2024,Rant remittance,,,"-$1,700.00","$35,760.00",1
04/15/2024,Service fee incl. services,,,-$150.00,"$26,967.00",0
06/10/2024,Apartment payment + parking,,,"$1,800.00","$43,827.00",1
10/02/2024,Payment to Wilson,,,-$900.00,"$25,300.00",0
11/09/2024,Property payment for residential unit,,,"-$1,775.00","$37,915.00",1
03/03/2025,Housing Associates,,,-$75.00,"$10,170.00",0
10/07/2024,Recurring 1st week,,,-$250.00,"$20,319.00",0
01/25/2024,Property fee,,,-$450.00,"$15,088.00",0
10/07/2024,Transfer to Miller,,,-$200.00,"$48,268.00",0
02/17/2024,Subscripton payment,,,$900.00,"$39,411.00",0
03/01/2024,Payment on 1st of month,,,-$450.00,"$19,627.00",0
04/28/2025,Habitation remittance,,,"-$1,775.00","$10,857.00",1
08/10/2025,ACH to Johnson LLC,,,-$800.00,"$44,299.00",0
07/24/2025,Rental payment,,,-$850.00,"$46,826.00",0
01/04/2025,Membership First Monday,,,"-$2,250.00","$24,737.00",0
07/22/2024,Maintenance fee + insurance,,,"-$1,600.00","$8,811.00",0
03/13/2025,Lease fee,,,-$75.00,"$34,571.00",0
01/17/2024,Letting fee,,,"-$1,000.00","$36,311.00",0
10/16/2024,Crib fee,,,-$100.00,"$37,588.00",0
06/28/2025,Complex Services,,,$900.00,"$40,979.00",1
03/15/2024,R3nt fee,,,"-$1,575.00","$49,426.00",1
10/28/2025,Complex fee for residential unit,,,"-$3,000.00","$46,389.00",1
01/22/2024,Other than rent - tax,,,-$50.00,"$1,559.00",0
11/26/2024,Rent payment (primary residence),,,"-$1,500.00","$22,405.00",1
10/31/2025,Maintenance fee incl. services,,,"-$1,100.00","$12,900.00",0
01/27/2024,Letting fee,,,"-$1,150.00","$5,539.00",1
11/18/2024,Service Quarterly,,,-$250.00,"$18,765.00",0
08/10/2024,Rnet payment,,,"-$1,125.00","$25,583.00",1
03/30/2025,RENT - DO NOT DELETE,,,"-$1,900.00","$27,160.00",1
07/29/2024,Rent(payment),,,$900.00,"$34,207.00",1
06/15/2024,Rant fee,,,"-$2,450.00","$21,767.00",1
07/14/2024,ACH to Johnson LLC,,,"-$1,000.00","$8,339.00",0
01/17/2024,End of month remittance,,,-$700.00,"$24,244.00",0
11/13/2024,CHARGE - AUTO,,,-$400.00,"$43,626.00",0
04/27/2025,Payment to Wilson,,,"-$1,800.00","$17,318.00",0
08/01/2025,500 Oak Ave payment,,,"-$1,075.00","$3,555.00",1
09/02/2025,RENT #2024-001,,,"-$1,900.00","$11,320.00",1
06/25/2024,Complex Services,,,-$150.00,"$12,902.00",0
04/22/2024,Utilitie payment,,,-$900.00,"$25,456.00",0
09/28/2025,Unit payment,,,"-$2,400.00","$10,459.00",0
02/17/2024,Place remittance,,,"-$1,600.00","$7,561.00",0
12/23/2024,RENT: UNIT 304,,,"-$2,050.00","$32,174.00",1
03/01/2025,CHARGE - MONTHLY,,,"-$1,600.00","$32,211.00",0
09/20/2024,Monthly on 15th,,,"-$1,200.00","$47,944.00",0
05/04/2025,Rent payment (apartment),,,"-$1,325.00","$9,507.00",1
08/18/2024,Residence fee including amenities,,,"-$1,950.00","$7,896.00",1
08/19/2024,First of month payment,,,"-$1,775.00","$35,073.00",1
05/14/2024,Property payment,,,$150.00,"$3,242.00",0
10/09/2025,Zelle to Davis,,,-$750.00,"$16,586.00",0
02/10/2025,Lease fee for residential unit,,,"-$2,400.00","$38,827.00",1
04/07/2025,Membership First Monday,,,-$350.00,"$19,304.00",0
12/11/2024,Subscription 10th recurring,,,-$450.00,"$36,972.00",0
11/10/2025,Bi-weekly housing,,,-$450.00,"$24,948.00",0
10/19/2025,Unit Management,,,"-$2,250.00","$8,882.00",0
05/09/2024,FEE - RECURRING,,,$700.00,"$34,077.00",0
02/11/2025,RENT|AUTO,,,"-$1,325.00","$15,539.00",1
07/22/2024,Ren tpayment,,,"-$2,650.00","$37,889.00",1
06/29/2025,Complex charge for residential unit,,,"-$2,575.00","$7,562.00",1
10/12/2025,Accommodation remittance including tax,,,"-$1,425.00","$40,955.00",1
07/26/2024,Housing Associates,,,-$400.00,"$28,607.00",0
04/24/2025,Building fee,,,"-$2,800.00","$14,680.00",0
03/01/2024,Rentt disbursement,,,"-$1,125.00","$16,890.00",1
06/12/2024,HOA fee incl. services,,,-$250.00,"$15,831.00",0
05/23/2024,UTILITY - AUTO,,,"-$1,400.00","$30,057.00",0
11/19/2025,Property Services LLC (Unit 8C),,,"-$1,700.00","$42,192.00",1
08/25/2024,Maintenance fee + tax,,,"-$1,200.00","$5,613.00",0
10/05/2024,Subscription 1st of month,,,"-$2,250.00","$12,039.00",0
10/25/2024,Check #1234 for monthly,,,-$100.00,"$40,259.00",0
09/04/2024,CHARGE - AUTO,,,-$700.00,"$19,363.00",0
09/14/2024,Maintenance fee + insurance,,,-$350.00,"$7,627.00",0
09/05/2024,Digs payment,,,"-$1,400.00","$47,434.00",0
07/28/2025,HOA fee incl. services,,,"-$1,000.00","$3,759.00",0
08/27/2025,RENT: UNIT 304,,,"-$2,950.00","$16,637.00",1
08/17/2025,HOA fee + insurance,,,-$75.00,"$31,195.00",0
02/12/2025,RENT-RECURRING,,,-$625.00,"$2,582.00",1
04/11/2024,Residential Services,,,-$50.00,"$17,614.00",0
11/30/2025,Complex charge,,,-$350.00,"$31,028.00",0
06/13/2024,Mid-month transfer,,,"-$1,200.00","$23,841.00",0
05/26/2025,RENT_INVOICE_001,,,"-$1,900.00","$15,914.00",1
11/09/2024,First of month payment,,,-$100.00,"$33,584.00",0
01/26/2025,Bi-weekly housing,,,"-$1,850.00","$24,688.00",1
06/21/2024,Unit disbursement for residential unit,,,"-$1,400.00","$34,169.00",1
07/27/2025,Unit letting,,,"-$1,600.00","$6,933.00",0
09/26/2024,Property Services LLC,,,"-$1,200.00","$26,247.00",0
10/27/2024,Residence fee including amenities,,,"-$1,725.00","$3,672.00",1
07/15/2025,Payment to Wilson (Unit 15C),,,"-$1,425.00","$29,859.00",1
05/28/2024,Lodging remittance,,,-$700.00,"$29,767.00",1
07/23/2025,Pad payment,,,-$250.00,"$39,069.00",0
10/04/2025,Unit letting,,,$350.00,"$18,272.00",0
01/14/2025,Complex charge,,,-$450.00,"$46,429.00",0
11/25/2024,RENT - DO NOT DELETE,,,"-$2,850.00","$34,256.00",1
07/02/2025,Complex charge,,,-$500.00,"$37,311.00",0
04/21/2025,Periodic 30th payment (Unit 40B),,,"-$2,450.00","$12,229.00",1
07/27/2025,Rent payment (apartment),,,-$750.00,"$47,288.00",1
03/06/2024,Residence fee including amenities,,,"-$1,600.00","$48,694.00",1
12/31/2025,Unit letting,,,"-$1,125.00","$30,629.00",1
07/05/2025,Maintenance fee + insurance,,,-$300.00,"$27,682.00",0
07/06/2025,Residential payment Semi-monthly,,,"$1,700.00","$4,471.00",1
08/24/2025,ACH to Johnson LLC,,,"-$2,100.00","$49,008.00",0
09/11/2024,Residential payment Monthly anniversary,,,"-$1,225.00","$33,438.00",1
12/05/2024,Complex management remittance,,,"-$3,025.00","$25,988.00",1
05/21/2024,SERVICE - MONTHLY,,,-$400.00,"$17,515.00",0
04/02/2024,Housing Associates,,,$250.00,"$42,484.00",0
12/13/2024,Rent payment ,,,"-$2,600.00","$40,725.00",1
07/24/2025,Landlord services payment,,,-$925.00,"$35,676.00",1
01/05/2024,Building fee for residential unit,,,-$700.00,"$5,547.00",1
07/12/2024,Premises fee with service charge,,,"-$1,300.00","$23,626.00",1
11/30/2025,Residential payment Semi-monthly,,,"-$1,900.00","$29,881.00",1
06/03/2025,Ref: RES-UNIT-5B,,,-$700.00,"$36,231.00",1
11/15/2024,Residential payment 5th monthly,,,"-$1,825.00","$11,969.00",1
05/24/2025,Debit to Anderson,,,"$1,775.00","$36,912.00",1
04/03/2025,Membership Quarterly,,,-$100.00,"$16,692.00",0
07/11/2024,Utilitie payment,,,"-$2,400.00","$44,231.00",0
06/16/2025,My unit disbursement,,,"-$2,650.00","$35,860.00",1
07/13/2025,Maintenance fee + insurance,,,-$150.00,"$42,047.00",0
02/17/2025,Non-rent housing expense,,,-$950.00,"$32,726.00",0
11/09/2024,Other than rent - tax,,,-$75.00,"$6,844.00",0
08/24/2025,Servise payment,,,"-$1,800.00","$2,832.00",0
11/06/2024,Property payment for residential unit,,,"-$2,750.00","$45,837.00",1
06/04/2025,Lodgings remittance,,,"-$1,000.00","$15,057.00",0
04/13/2025,Residential payment 15th auto,,,"-$1,700.00","$33,458.00",1
08/07/2025,Monthly housing and utilities bundle,,,-$775.00,"$46,179.00",1
10/24/2024,Lodging remittance,,,"$1,725.00","$15,966.00",1
02/15/2025,Debit to Anderson,,,"-$1,600.00","$28,711.00",0
07/28/2024,Membership Quarterly,,,-$350.00,"$28,108.00",0
10/11/2024,SERVICE - RECURRING,,,-$350.00,"$26,917.00",0
12/13/2025,Rentt disbursement,,,"-$1,400.00","$8,554.00",1
05/15/2025,For 303 Parkview,,,"$1,725.00","$17,809.00",1
10/18/2024,Rental payment,,,"-$1,400.00","$26,880.00",0
03/29/2024,Condo fee,,,"-$1,325.00","$3,339.00",1
05/05/2025,Transfer to Miller,,,-$75.00,"$46,456.00",0
09/04/2024,Rent payment (primary residence),,,"-$2,225.00","$3,690.00",1
08/03/2024,Rnet payment,,,"$2,950.00","$23,370.00",1
06/28/2024,Complex payment,,,"-$1,950.00","$20,123.00",0
08/18/2024,Zelle to Davis,,,"-$2,200.00","$5,547.00",1
09/08/2025,Strata payment,,,"-$1,225.00","$21,811.00",1
04/24/2024,Unit payment including maintenance,,,"-$2,650.00","$48,217.00",1
11/25/2024,Unit remittance for residential unit,,,-$925.00,"$1,224.00",1
01/31/2025,Rant fee,,,"-$1,400.00","$5,844.00",1
10/26/2025,RENT~MONTHLY,,,"-$3,025.00","$41,373.00",1
04/05/2025,Membership 15th auto,,,-$900.00,"$42,726.00",0
05/05/2025,Subscription 10th recurring,,,"-$1,200.00","$19,799.00",0
02/01/2025,Residential payment 10th recurring,,,"-$1,800.00","$20,651.00",1
02/13/2024,Rent payment (apartment),,,"$2,775.00","$9,193.00",1
08/01/2024,Subscription Last day,,,-$800.00,"$26,456.00",0
01/07/2025,Property fee,,,-$150.00,"$15,218.00",0
08/05/2025,Bi-weekly housing,,,"-$1,875.00","$27,752.00",1
10/21/2025,Property fee,,,-$150.00,"$30,643.00",0
09/30/2025,Besides rent - insurance,,,-$250.00,"$44,230.00",0
06/13/2025,Independent of rent - repair,,,-$50.00,"$44,712.00",0
10/06/2024,Residential payment Quarterly,,,"-$2,975.00","$38,687.00",1
06/03/2024,Rent payment (primary residence),,,"-$1,425.00","$32,895.00",1
09/17/2025,Membership Semi-monthly,,,"-$1,800.00","$5,283.00",0
01/22/2024,Domicile disbursement,,,"-$1,700.00","$24,376.00",1
06/03/2024,Residential payment 20th periodic,,,-$850.00,"$21,676.00",1
05/01/2025,Complex fee,,,-$400.00,"$11,473.00",0
06/16/2024,Rent payment (apartment),,,"-$2,075.00","$42,201.00",1
12/17/2025,Service Every 30 days,,,-$125.00,"$30,157.00",0
02/10/2024,Building administration fee,,,"-$2,425.00","$2,307.00",1
03/27/2025,Lodgings remittance,,,$800.00,"$45,024.00",0
12/13/2024,Service 25th standing,,,"-$1,650.00","$10,796.00",0
11/15/2025,Payment on 1st of month,,,-$850.00,"$33,423.00",1
09/28/2025,RENT-RECURRING,,,"-$1,250.00","$13,584.00",1
06/16/2025,Subscription 1st of month,,,-$450.00,"$16,650.00",0
09/26/2024,Separate from rent - deposit,,,"-$2,250.00","$22,818.00",0
05/13/2024,RENT>>PAYMENT,,,-$700.00,"$25,947.00",1
04/26/2025,Unit fee for residential unit,,,"-$1,575.00","$34,592.00",1
02/20/2025,Servise payment,,,-$500.00,"$33,035.00",0
09/30/2024,Building Management,,,$100.00,"$34,344.00",0
01/24/2024,RENT: UNIT 304,,,"-$1,400.00","$5,257.00",1
