Date,Description,Comments,Check Number,Amount,Balance,rent
05/04/2024,Residential payment Every 30 days [Invoice:359168],,,"-$1,475.00","$30,029.00",1
04/29/2025,My house monthly #880900,,,"-$1,725.00","$3,764.00",1
11/13/2025,Dwelling remittance [Ref:932978],,,"-$1,475.00","$11,968.00",1
12/05/2025,Real Estate Solutions [Ref:M81C],,,-$100.00,"$45,954.00",0
05/08/2024,Property Services LLC [Trans:822730],,,"-$1,875.00","$2,399.00",1
07/13/2024,Unit Management [Invoice:681456],,,-$500.00,"$40,235.00",0
10/15/2025,First of month payment (Unit 2C) [Trans:166418],,,"-$1,900.00","$48,251.00",1
09/19/2025,Facility management disbursement [ID:169918],,,"-$1,700.00","$44,181.00",1
02/02/2024,Periodic 30th payment #368371,,,"-$2,450.00","$39,685.00",1
04/24/2025,Rnet payment [Ref:961957],,,"-$1,900.00","$28,259.00",1
03/20/2024,UTILITY - MONTHLY [ID:20240320-784],,,-$300.00,"$35,484.00",0
11/21/2025,Monthly on 15th [Trans:676680],,,-$700.00,"$12,822.00",0
07/17/2025,Subscription 25th standing [Date:20250717],,,-$700.00,"$48,570.00",0
04/03/2025,Membership 1st of month [Ref:9KKH] [22:52],,,-$75.00,"$34,922.00",0
07/20/2025,Premises Services [Date:20250720] [12:36],,,-$750.00,"$11,230.00",0
03/20/2024,Place remittance [Payment:U6VK],,,"-$2,375.00","$46,193.00",1
12/08/2024,Invoice #APT2024-001 [ID:20241208-997] [16:02],,,"-$2,050.00","$15,858.00",1
07/06/2025,Property Services LLC [ID:867115],,,"-$1,000.00","$45,147.00",0
02/07/2025,Property Services LLC [TXN:518582],,,-$100.00,"$36,923.00",0
05/14/2025,Apartment 12C fee [Payment:IC1L] [21:26],,,"-$1,400.00","$49,212.00",1
01/09/2025,Property Services LLC [TXN:277477],,,-$500.00,"$20,976.00",0
07/23/2024,Rent payment  [ID:751168],,,-$800.00,"$16,928.00",1
01/24/2024,First of month payment [Ref:675458],,,"-$1,200.00","$17,951.00",0
09/18/2024,My apartment payment [Ref:8CXX],,,"-$1,400.00","$31,471.00",1
10/26/2024,Rent..payment [TXN:844162] [14:35],,,"$1,925.00","$34,327.00",1
02/10/2024,500 Oak Ave payment [Invoice:264631],,,"-$1,650.00","$49,784.00",1
10/02/2025,Building administration fee [Invoice:259077],,,$700.00,"$15,783.00",1
03/03/2025,Recurring habitation expenditure #570988,,,"$2,100.00","$22,580.00",1
12/06/2025,Strata payment [ID:788108] [04:46],,,$150.00,"$10,512.00",0
11/22/2024,R3nt fee [Payment:J2DG],,,"-$2,100.00","$42,736.00",1
09/02/2025,Tenancy remittance [ID:20250902-600],,,"-$1,800.00","$32,234.00",1
06/16/2024,Residential occupancy fee [Trans:333365],,,"$2,050.00","$28,069.00",1
12/05/2025,Building Management [Payment:3ZO7],,,-$300.00,"$40,841.00",0
06/17/2025,Payment ref: HOUSING- #870881,,,-$725.00,"$26,926.00",1
11/07/2024,Maintenance fee + insurance [Invoice:823468] [18:57],,,-$200.00,"$4,574.00",0
02/06/2025,Building Management (Unit 30C) [ID:825318] [14:40],,,"-$1,375.00","$22,238.00",1
03/28/2024,Housing Associates [TXN:499095] [04:11],,,"-$1,000.00","$37,067.00",0
03/05/2025,Ref: RES-UNIT-5B [Trans:312705],,,"-$1,625.00","$9,622.00",1
09/14/2025,Rant remittance [Date:20250914],,,"-$1,400.00","$30,736.00",1
02/20/2024,Domicile disbursement [ID:799396],,,"-$1,800.00","$3,125.00",1
06/14/2024,Rent payment (apartment) [Ref:U7DK],,,"-$3,050.00","$30,841.00",1
03/13/2025,Rant fee [Ref:387748] [23:40],,,"-$1,675.00","$46,522.00",1
05/10/2025,Pad payment [Payment:S9ME],,,"-$1,675.00","$21,741.00",1
05/19/2025,Servise payment [ID:20250519-467],,,-$400.00,"$2,571.00",0
12/24/2024,Payment on 1st of month [ID:928580],,,"-$1,350.00","$17,673.00",0
02/09/2025,Pad payment [TXN:805139],,,-$50.00,"$23,147.00",0
04/18/2025,HOA fee incl. services [Ref:LTHY] [04:17],,,-$75.00,"$48,511.00",0
12/13/2024,Residential payment Quarterly [Ref:V51Z],,,"-$2,775.00","$26,530.00",1
02/27/2025,Semi-monthly residence #326639,,,-$300.00,"$20,833.00",0
06/02/2025,Facility Solutions [Invoice:649063],,,"$1,750.00","$49,001.00",0
07/29/2024,Condo fee [Ref:146168] [21:47],,,"-$2,000.00","$21,380.00",1
01/24/2024,Remittance to Moore [TXN:400487] [03:00],,,"-$1,800.00","$13,618.00",0
07/30/2024,Unit Management [Ref:174703],,,"-$1,100.00","$12,224.00",1
04/18/2024,Premises maintenance remittance [Ref:WYQM],,,"-$2,125.00","$40,067.00",1
04/21/2025,ACH to Johnson LLC [Payment:ZQII],,,"-$2,200.00","$45,857.00",1
02/05/2025,Quarterly dwelling [TXN:611187],,,-$450.00,"$30,706.00",0
09/10/2025,Complex Services [Payment:UCKQ],,,-$125.00,"$8,011.00",0
07/15/2025,Invoice: RESIDENCE #719677 [21:04],,,"-$1,900.00","$46,485.00",1
04/27/2024,Building Management [ID:20240427-998],,,-$450.00,"$12,545.00",0
04/02/2024,Residence disbursement #256464,,,"-$2,950.00","$44,311.00",1
11/02/2024,Quarterly dwelling [TXN:460987],,,$400.00,"$48,041.00",0
01/13/2025,RENT - APT 5B [ID:20250113-27],,,-$700.00,"$24,543.00",1
02/19/2025,Unit Management [TXN:682401] [02:41],,,-$250.00,"$13,335.00",0
05/27/2024,Condo fee [ID:20240527-91],,,"-$2,075.00","$43,090.00",1
06/05/2025,Periodic 30th payment [Date:20250605],,,-$800.00,"$28,837.00",0
02/04/2024,Subscription Semi-monthly [Date:20240204],,,"$2,400.00","$6,247.00",0
06/19/2025,Rant fee [Ref:801200],,,"-$1,475.00","$44,498.00",1
04/25/2025,Semi-monthly residence [Payment:GZVK],,,"-$1,775.00","$20,308.00",1
08/15/2025,Recurring transfer to Smith [TXN:608307],,,-$400.00,"$19,796.00",0
09/20/2024,Check #1234 for monthly [TXN:568349],,,"-$3,000.00","$44,198.00",0
12/17/2024,Residential payment 10th recurring [Payment:NX0G],,,"-$1,125.00","$28,062.00",1
02/25/2024,Unit disbursement [ID:20240225-395],,,"-$1,950.00","$32,212.00",0
06/27/2025,Rnet payment [ID:20250627-11],,,"-$1,675.00","$21,688.00",1
12/09/2024,End of month remittance [Invoice:910707],,,-$125.00,"$31,219.00",0
11/16/2024,Monthly on 15th (Unit 5A) [Payment:M0JB] [19:42],,,"-$2,050.00","$45,924.00",1
09/05/2025,Unit disbursement for residential unit [TXN:900962],,,-$900.00,"$44,017.00",1
11/07/2025,CHARGE - RECURRING [Ref:FC1N],,,-$700.00,"$22,194.00",0
09/28/2024,ACH to Johnson LLC [Payment:XDTP],,,-$900.00,"$26,731.00",0
09/22/2024,ACH to Johnson LLC [ID:20240922-676],,,-$100.00,"$30,221.00",0
02/04/2025,Complex Services [Trans:918871] [17:59],,,-$900.00,"$48,694.00",0
12/07/2024,Separate from rent - deposit [Date:20241207],,,$75.00,"$6,941.00",0
07/21/2025,Building administration fee #761249 [06:01],,,"-$1,350.00","$7,997.00",1
05/15/2025,For 303 Parkview [ID:117215],,,"-$1,675.00","$30,445.00",1
11/25/2025,Servise payment #248468,,,"-$1,400.00","$49,199.00",0
01/15/2024,Domicile disbursement [Payment:V3DR],,,"-$1,600.00","$12,186.00",1
03/12/2025,Complex management remittance [Payment:E421] [02:07],,,"$1,700.00","$38,746.00",1
05/24/2024,Service fee incl. services [TXN:142675] [15:05],,,-$500.00,"$39,141.00",0
01/08/2024,Premises maintenance remittance #825990,,,"-$3,000.00","$32,195.00",1
09/02/2025,Remittance: DWELLING [Ref:IETD],,,-$850.00,"$1,299.00",1
04/20/2025,Rent with included services [Ref:818530] [11:18],,,"-$1,500.00","$10,779.00",1
03/21/2025,Payment ref: HOUSING- #284431,,,-$700.00,"$36,216.00",1
03/05/2025,Monthly on 15th [ID:202827],,,-$450.00,"$15,927.00",0
02/25/2024,Servise payment #491627,,,-$250.00,"$26,384.00",0
12/09/2025,Payment to Wilson (Unit 30B) [TXN:409499],,,"-$2,075.00","$15,408.00",1
03/29/2024,Complex Services [ID:20240329-731],,,"-$1,400.00","$31,327.00",1
08/10/2025,R3nt fee [ID:905942],,,$700.00,"$49,069.00",1
03/26/2024,Monthly payment to John [Trans:350675],,,"-$2,075.00","$20,384.00",1
04/10/2025,Debit to Anderson [Ref:QW4C],,,"-$1,925.00","$25,275.00",1
03/12/2025,Service fee incl. services [Ref:8Y5D],,,-$100.00,"$4,592.00",0
01/09/2025,Unit 7B monthly [Payment:9IER],,,-$900.00,"$14,416.00",1
08/18/2024,Place I stay remittance [Invoice:490923],,,"-$2,625.00","$5,152.00",1
04/07/2025,Unit charge [Date:20250407] [04:31],,,-$250.00,"$6,254.00",0
07/28/2024,Payment on 1st of month (Unit 27C) #565420,,,"-$2,775.00","$28,533.00",1
02/25/2025,Payment on 1st of month [Date:20250225] [08:14],,,"-$1,800.00","$44,637.00",0
01/15/2025,Service Monthly anniversary [TXN:748680] [03:02],,,-$150.00,"$11,902.00",0
08/11/2025,Payment to Wilson [Invoice:432339],,,"-$2,800.00","$44,617.00",0
02/18/2025,RENT PAYMENT (MONTHLY) [Date:20250218],,,"-$2,250.00","$49,398.00",1
08/01/2025,Condo fee #246195,,,"-$1,700.00","$3,626.00",1
11/30/2024,Housing allocation payment [ID:305222],,,"-$3,050.00","$19,214.00",1
07/18/2024,Domicile Solutions [Ref:478603],,,"-$1,600.00","$44,697.00",0
11/11/2024,Membership Calendar month [ID:20241111-798],,,-$100.00,"$49,596.00",0
05/22/2024,Utilitie payment [ID:20240522-709],,,-$150.00,"$35,426.00",0
02/28/2025,Building Management [Payment:NTB3],,,"-$1,400.00","$13,190.00",0
08/17/2024,Monthly payment to John #595495 [08:31],,,$150.00,"$42,717.00",0
09/05/2025,Pad payment [Payment:Y93N] [08:10],,,"-$2,450.00","$17,902.00",1
05/29/2024,Residence disbursement [ID:539892],,,"-$1,825.00","$24,669.00",1
04/06/2024,Wire to Thompson [TXN:821783],,,"-$1,750.00","$46,741.00",1
05/11/2025,Quarterly dwelling [Invoice:933729],,,"-$1,100.00","$13,348.00",0
03/03/2025,ACH to Johnson LLC (Unit 9A) [Ref:36V1] [09:01],,,"-$2,400.00","$24,761.00",1
08/15/2024,Recurring habitation expenditure [Trans:182423],,,"-$1,450.00","$9,533.00",1
07/20/2024,123 Main St monthly [Payment:CY12],,,"-$2,950.00","$17,581.00",1
07/08/2024,Rent payment  #707913,,,-$825.00,"$19,178.00",1
04/11/2024,Rent/payment #395548,,,-$700.00,"$13,553.00",1
01/10/2025,Excluding rent - HOA [Ref:PSO1] [03:33],,,-$800.00,"$24,253.00",0
05/22/2025,Dwelling disbursement plus fees [Trans:221343],,,"-$2,750.00","$33,355.00",1
10/24/2024,Service Last day [Trans:485290],,,-$100.00,"$45,507.00",0
05/02/2024,Complex management remittance [ID:20240502-853] [13:46],,,"-$2,950.00","$12,057.00",1
10/12/2024,Maintenance fee incl. services [Trans:608069],,,-$600.00,"$27,505.00",0
01/31/2024,Domicile disbursement [ID:501219],,,-$875.00,"$12,737.00",1
04/22/2025,Monthly on 15th [ID:20250422-802],,,-$900.00,"$23,519.00",0
01/27/2025,Bi-weekly housing [TXN:791442],,,"-$2,200.00","$37,481.00",1
05/14/2025,HOA fee incl. services [ID:20250514-567],,,"-$1,200.00","$32,189.00",0
10/18/2024,Monthly payment to John [Ref:A6MD],,,"-$1,850.00","$49,631.00",0
12/25/2024,Transfer to Miller [Ref:CKMA] [21:55],,,-$300.00,"$6,566.00",0
08/04/2025,Residential Services #496086,,,"-$2,400.00","$21,743.00",0
06/19/2024,Property payment [Payment:4HJK],,,-$700.00,"$5,936.00",0
10/01/2025,Tenancy payment [ID:170537],,,"-$2,950.00","$18,915.00",1
05/31/2025,Subscripton payment [Invoice:755322],,,"-$1,200.00","$17,466.00",0
08/06/2024,Independent of rent - repair [Invoice:994199],,,-$350.00,"$41,266.00",0
05/31/2024,First of month payment [Date:20240531],,,-$400.00,"$5,222.00",0
02/19/2025,Recurring habitation expenditure #586706 [04:01],,,"-$1,300.00","$21,351.00",1
10/11/2024,Excluding rent - HOA [ID:920231],,,"$1,800.00","$32,840.00",0
01/07/2025,Non-rent housing expense [Payment:E07S],,,-$600.00,"$10,211.00",0
05/23/2025,Servise payment [TXN:873048] [06:17],,,"-$1,750.00","$39,294.00",0
02/22/2025,Premises Services [TXN:431863],,,-$75.00,"$8,403.00",0
11/11/2024,Semi-monthly residence [ID:351318],,,-$750.00,"$45,013.00",0
03/29/2025,Complex management remittance [ID:20250329-870],,,"-$1,550.00","$16,431.00",1
03/23/2024,Subscripton payment [Date:20240323],,,$900.00,"$22,805.00",0
03/06/2025,Building disbursement #772758,,,-$800.00,"$43,033.00",0
08/12/2025,Wire to Thompson [Trans:900234],,,$300.00,"$43,544.00",0
09/23/2024,My unit disbursement [Ref:290724],,,"-$1,625.00","$25,091.00",1
04/01/2024,Residential payment 15th auto [Payment:VF8G] [22:33],,,"-$1,525.00","$41,501.00",1
04/09/2025,Subscripton payment #401950,,,-$125.00,"$18,445.00",0
11/24/2025,Wire to Thompson [Trans:346924] [15:08],,,-$700.00,"$18,157.00",0
12/10/2025,Zelle to Davis [Ref:DCLI],,,-$600.00,"$17,792.00",0
01/06/2024,Building administration fee [Ref:BGGR],,,"-$1,675.00","$9,666.00",1
04/01/2024,500 Oak Ave payment [Ref:9R9K],,,"-$2,075.00","$21,530.00",1
09/26/2024,Building payment [Trans:872663] [04:03],,,"-$1,000.00","$21,679.00",0
07/06/2024,Where I live payment [ID:142773],,,"-$1,275.00","$33,434.00",1
05/06/2024,Residential facility fee [Ref:962529],,,"-$1,625.00","$34,340.00",1
03/02/2025,RENT - DO NOT DELETE [ID:398090],,,"-$2,350.00","$2,701.00",1
01/30/2024,Invoice: RESIDENCE [Payment:8X8L] [01:51],,,"-$2,250.00","$1,380.00",1
11/26/2024,Utility fee incl. services [TXN:351742],,,"-$1,600.00","$12,666.00",0
10/18/2024,Unit remittance [ID:945522],,,-$125.00,"$49,227.00",0
05/16/2025,Housing Associates [Invoice:950389],,,"-$3,050.00","$28,691.00",1
11/23/2025,Monthly on 15th [Date:20251123] [04:43],,,-$150.00,"$43,416.00",0
09/11/2024,Remittance to Moore [Date:20240911],,,$850.00,"$34,647.00",0
05/30/2025,Payment ref: HOUSING- [Trans:187336],,,"-$1,225.00","$3,966.00",1
12/15/2024,Service Calendar month [Trans:554871],,,"-$1,550.00","$7,968.00",0
11/04/2025,Membership Semi-monthly [ID:478251] [00:12],,,-$900.00,"$41,418.00",0
01/17/2024,Rent payment  [ID:781301],,,-$625.00,"$10,512.00",1
05/31/2024,Monthly payment to John [Payment:Q4VH],,,"-$1,100.00","$30,180.00",0
02/22/2024,Check #1234 for monthly [Ref:989838],,,"-$1,800.00","$28,242.00",0
06/09/2025,Domicile Solutions [Trans:542503] [19:41],,,-$900.00,"$2,246.00",0
04/04/2025,NOT rent - utilities [Payment:IH6M],,,-$200.00,"$23,534.00",0
05/14/2024,Subscripton payment [Date:20240514],,,-$700.00,"$49,141.00",0
11/14/2025,Wire to Thompson (Unit 39B) [Date:20251114],,,$975.00,"$33,356.00",1
06/27/2024,Rent-pay ment [Ref:IUR9],,,-$700.00,"$8,469.00",1
06/03/2024,Utilitie payment [ID:982478],,,-$75.00,"$30,958.00",0
06/03/2025,Dwelling remittance [Ref:PS0D],,,"-$1,350.00","$20,144.00",1
05/05/2024,Rent-paymnt [ID:20240505-900],,,"-$2,050.00","$32,042.00",1
06/04/2024,Abode payment plus insurance [Ref:768S],,,"-$2,075.00","$29,103.00",1
05/29/2024,Utility fee + tax [Payment:C1XX] [20:45],,,$450.00,"$11,769.00",0
03/05/2025,Monthly on 15th [ID:20250305-875],,,"-$1,200.00","$21,558.00",0
07/11/2025,Lease payment for residential unit [TXN:188374],,,"-$1,875.00","$20,761.00",1
08/06/2024,Unit Management [Date:20240806],,,-$400.00,"$11,487.00",0
03/02/2024,Rent (missed auto) #230809,,,"-$2,600.00","$43,661.00",1
12/24/2024,Apartment 12C fee [ID:210338] [13:53],,,"-$1,125.00","$17,228.00",1
03/24/2024,Residential Services [Date:20240324],,,-$150.00,"$25,202.00",0
03/26/2025,Independent of rent - repair [ID:608312],,,-$700.00,"$9,331.00",0
04/29/2025,Wire to Thompson [TXN:993719] [09:23],,,"$1,200.00","$40,426.00",0
10/28/2024,End of month remittance [Ref:H3RE] [01:26],,,"-$3,000.00","$20,999.00",0
08/09/2025,Building Management [Trans:974180],,,-$450.00,"$48,188.00",0
11/29/2024,Facility management disbursement [ID:667273],,,"$1,925.00","$23,216.00",1
08/08/2025,Building fee for residential unit [Invoice:301774] [15:32],,,"-$2,750.00","$6,580.00",1
05/03/2024,Rent payment (apartment) [Invoice:357201],,,"-$1,200.00","$14,487.00",1
08/26/2025,Bi-weekly housing [TXN:653545],,,-$50.00,"$2,576.00",0
09/18/2024,Apartment payment + parking [ID:744324],,,"-$1,675.00","$4,860.00",1
11/27/2024,Periodic 30th payment [Ref:347978],,,"-$1,450.00","$39,406.00",0
03/08/2024,Residential Services [TXN:680990],,,"-$1,800.00","$18,639.00",0
04/01/2025,Payment on 1st of month [Invoice:666692],,,"$1,000.00","$25,464.00",0
04/20/2025,Residential payment Semi-monthly #386578,,,"-$1,625.00","$32,600.00",1
02/16/2024,Unit Management [Payment:FUKP],,,-$850.00,"$9,059.00",0
11/29/2025,FEE - AUTO [TXN:458224],,,-$800.00,"$22,078.00",0
09/15/2025,Semi-monthly residence (Unit 12B) [Trans:185090],,,"-$2,825.00","$36,266.00",1
01/20/2025,Maintenence payment [Ref:QHAK] [19:40],,,-$650.00,"$25,279.00",0
08/14/2024,Facility Solutions [Date:20240814],,,"$2,400.00","$47,331.00",0
06/23/2024,Monthly on 15th #168535,,,"-$1,400.00","$12,503.00",0
07/15/2024,Utilitie payment [Ref:7X7B],,,"-$1,200.00","$30,748.00",0
10/07/2024,Complex Services [Ref:856254],,,-$800.00,"$3,848.00",0
03/24/2024,Utilitie payment [Ref:362127],,,-$300.00,"$5,878.00",0
08/29/2025,Habitation remittance with utilities [ID:457356],,,"-$1,525.00","$16,621.00",1
04/07/2024,Unit disbursement [Trans:428497] [19:40],,,$100.00,"$25,732.00",0
03/08/2024,Recurring transfer to Smith [Trans:888490],,,"-$1,950.00","$41,455.00",0
09/27/2025,Building disbursement [ID:642337],,,"-$1,800.00","$30,758.00",0
08/09/2025,123 Main St monthly [Date:20250809],,,"-$1,550.00","$48,488.00",1
11/14/2024,Unit Management #486746,,,"-$1,650.00","$20,075.00",0
03/08/2025,Housing allocation payment [Payment:Z9VL],,,"-$1,300.00","$44,768.00",1
09/22/2025,Property Services LLC [Ref:IIWI],,,-$750.00,"$1,242.00",0
07/29/2024,Periodic 30th payment [Ref:EKGV] [00:12],,,-$50.00,"$2,967.00",0
10/17/2024,Where I live payment [TXN:287214],,,"-$1,250.00","$17,119.00",1
12/12/2024,RENT #2024-001 [ID:20241212-13],,,"-$2,225.00","$25,402.00",1
05/01/2024,Residence disbursement [Payment:LPW7],,,"-$1,325.00","$46,505.00",1
06/01/2024,Recurring transfer to Smith [Payment:5HCQ] [16:24],,,"-$1,800.00","$34,309.00",0
05/25/2025,Wire to Thompson [Payment:8RUW],,,-$450.00,"$32,673.00",0
08/12/2024,Rent-paymnt [TXN:495400],,,"-$1,475.00","$28,854.00",1
03/31/2025,Transfer to Miller [ID:20250331-66] [14:14],,,"-$2,600.00","$28,925.00",0
10/22/2025,Semi-monthly residence [Ref:CJIE] [06:21],,,-$100.00,"$36,825.00",0
11/22/2025,My house monthly [Date:20251122],,,"-$1,525.00","$10,035.00",1
02/17/2025,UTILITY - RECURRING [Payment:I0HI],,,"-$1,800.00","$10,783.00",0
04/17/2025,ACH to Johnson LLC [Payment:HQUN],,,-$450.00,"$46,740.00",0
01/10/2024,Monthly on 15th [Ref:889185],,,-$500.00,"$45,942.00",0
05/22/2024,Property management remittance #509873,,,"$3,050.00","$38,609.00",1
08/06/2025,Subscription Quarterly [Date:20250806],,,"-$2,800.00","$46,155.00",0
11/06/2025,Building Management [ID:530819],,,-$75.00,"$22,415.00",0
05/13/2024,Rent (missed auto) [Ref:425387],,,"-$2,125.00","$38,689.00",1
03/06/2024,Servise payment [Trans:582559],,,"-$1,000.00","$33,175.00",0
02/04/2025,Complex fee [ID:20250204-65],,,-$700.00,"$49,053.00",0
09/02/2024,Rentt disbursement [Invoice:831952] [11:04],,,"-$1,600.00","$5,374.00",1
05/31/2025,Habitation remittance with utilities [Trans:630647],,,"-$2,125.00","$14,590.00",1
07/18/2024,Monthly payment to John [Trans:608306] [08:53],,,"-$1,100.00","$31,424.00",0
06/23/2024,Rent(payment) [TXN:877462],,,-$925.00,"$36,039.00",1
08/09/2024,Crib fee [ID:977135],,,"-$2,775.00","$4,129.00",1
03/30/2025,Monthly payment to John [Ref:492843],,,-$75.00,"$17,364.00",0
11/27/2025,Rent payment  [Payment:S3LW],,,-$925.00,"$3,884.00",1
03/14/2025,Zelle to Davis [Date:20250314],,,-$125.00,"$27,354.00",0
02/14/2024,Zelle to Davis [ID:847143],,,-$700.00,"$7,672.00",0
11/25/2025,SERVICE - RECURRING [Trans:992919],,,-$200.00,"$21,838.00",0
05/30/2025,Monthly payment to John (Unit 40A) [ID:20250530-871],,,"-$1,625.00","$16,961.00",1
08/31/2024,RENT>>PAYMENT [Date:20240831],,,"-$2,250.00","$21,810.00",1
12/05/2024,Residential facility fee [Invoice:360401],,,"$2,750.00","$44,581.00",1
10/06/2025,Bi-weekly housing #314140,,,"-$1,350.00","$10,275.00",0
03/12/2025,Rental payment [Date:20250312],,,"-$1,225.00","$12,562.00",1
03/22/2024,Subscription 25th standing [ID:20240322-627],,,"-$2,250.00","$40,937.00",0
11/03/2024,Debit to Anderson [Trans:575637] [06:00],,,"-$1,250.00","$21,044.00",1
05/27/2025,Flat fee [ID:20250527-246],,,"$2,425.00","$26,863.00",1
01/29/2025,RENT PAYMENT (MONTHLY) [ID:20250129-511],,,"$1,375.00","$48,333.00",1
09/05/2024,Quarterly dwelling [TXN:814149] [02:41],,,-$625.00,"$30,849.00",1
02/11/2025,Tenancy payment [ID:20250211-55],,,"-$1,000.00","$11,867.00",0
04/01/2024,Premises Services [Ref:884639] [22:26],,,-$500.00,"$14,731.00",0
11/01/2025,Residential Services [TXN:610102],,,"-$1,250.00","$13,977.00",0
07/15/2024,Facility management disbursement [Ref:274195],,,"-$2,300.00","$42,709.00",1
05/11/2025,Non-rent housing expense [Date:20250511],,,-$650.00,"$3,743.00",0
12/11/2024,Building disbursement [Ref:INOV],,,-$500.00,"$21,658.00",0
01/04/2024,Recurring 1st week [Trans:393042],,,"-$1,050.00","$35,775.00",1
01/04/2024,Residential payment Calendar month [Payment:0YIR],,,"-$1,700.00","$3,998.00",1
03/14/2025,CHARGE - AUTO [Invoice:846525] [15:50],,,-$125.00,"$13,784.00",0
11/04/2024,Rent-pay ment [ID:605590] [22:01],,,"-$2,225.00","$8,581.00",1
11/30/2024,RENT #2024-001 [Ref:X7WR],,,"-$1,450.00","$44,948.00",1
10/21/2025,Building administration fee #371679,,,"-$2,825.00","$15,650.00",1
08/09/2025,My unit disbursement [Ref:VGNP],,,"-$2,000.00","$21,368.00",1
06/16/2025,Rent payment (apartment) [Trans:993766],,,"-$1,400.00","$36,277.00",1
09/07/2025,Residential occupancy fee #229461,,,"-$1,750.00","$46,128.00",1
03/01/2024,Service 25th standing [ID:20240301-430],,,$250.00,"$15,750.00",0
01/23/2024,Property Services LLC [Invoice:175312],,,"-$2,400.00","$26,628.00",1
11/27/2024,Accommodation remittance including tax #705193,,,-$750.00,"$11,727.00",1
10/28/2025,Apartment 12C fee [TXN:812449],,,-$925.00,"$28,991.00",1
06/11/2025,Rent payment (apartment) [TXN:356902],,,"-$2,075.00","$27,476.00",1
12/09/2025,Membership Quarterly [ID:500661] [20:42],,,-$100.00,"$43,618.00",0
01/24/2024,Premises Services [Invoice:775908] [22:01],,,"-$1,000.00","$32,731.00",1
07/23/2025,Subscripton payment [ID:958602] [19:44],,,-$100.00,"$47,776.00",0
01/06/2024,End of month remittance [ID:269041],,,-$725.00,"$43,771.00",1
07/11/2025,Monthly on 15th [Ref:KTFR],,,-$50.00,"$35,042.00",0
09/12/2025,Zelle to Davis [Invoice:297209],,,-$125.00,"$3,407.00",0
10/11/2024,Domicile Solutions [TXN:271252],,,"-$1,550.00","$43,583.00",0
10/06/2025,Crib fee [ID:20251006-365],,,"-$1,350.00","$43,452.00",1
03/20/2024,For 303 Parkview #771274,,,"-$1,000.00","$22,584.00",1
01/21/2025,Residential payment 15th auto [ID:284267],,,"-$1,900.00","$9,093.00",1
07/18/2025,Check #1234 for monthly [Trans:810737],,,"-$1,950.00","$49,581.00",0
01/10/2024,Excluding rent - HOA [ID:20240110-657],,,"-$3,000.00","$4,464.00",0
03/25/2025,Residential payment Monthly anniversary [ID:645883],,,"-$2,300.00","$29,034.00",1
11/16/2024,Utilitie payment [Ref:703263],,,$100.00,"$11,820.00",0
11/24/2025,First of month payment [Ref:658271],,,-$150.00,"$45,353.00",0
09/07/2024,Membership Quarterly [Invoice:900808],,,"$2,250.00","$45,205.00",0
03/08/2025,Wire to Thompson [Date:20250308],,,$950.00,"$17,368.00",1
10/08/2025,Zelle to Davis [Ref:RMWL] [11:56],,,"$2,550.00","$41,484.00",1
02/15/2025,Abode disbursement [Date:20250215],,,"-$2,125.00","$35,674.00",1
01/18/2025,Residential Services [Ref:4FMP],,,-$200.00,"$29,742.00",0
04/23/2024,Residential occupancy fee [Date:20240423] [15:35],,,"-$1,125.00","$22,706.00",1
11/29/2025,Flat fee [Invoice:237801] [21:15],,,$600.00,"$26,483.00",0
11/25/2025,R3nt fee [TXN:609533],,,-$675.00,"$19,495.00",1
09/26/2024,Residential payment 15th auto [TXN:835203],,,"-$2,075.00","$7,754.00",1
02/14/2025,Housing allocation payment #195352,,,"-$1,125.00","$14,083.00",1
05/05/2025,Residential Services [Ref:468075] [23:20],,,-$950.00,"$19,386.00",0
10/19/2024,Quarterly dwelling [TXN:481242],,,"-$2,075.00","$33,196.00",1
08/26/2025,Real Estate Solutions [Payment:5E0E],,,-$300.00,"$26,169.00",0
07/16/2024,Tenancy payment [TXN:860585] [17:45],,,-$900.00,"$20,757.00",1
07/27/2025,Subscription 25th standing [Payment:P7SA],,,"$1,800.00","$5,437.00",0
10/23/2024,Apartment 12C fee [Invoice:619072],,,-$725.00,"$27,050.00",1
02/14/2025,Complex payment [Invoice:109291],,,"-$3,000.00","$46,660.00",0
10/30/2024,Strata payment [TXN:349788],,,-$925.00,"$35,967.00",1
10/19/2025,Residential payment Calendar month [Invoice:464340],,,"-$1,400.00","$43,509.00",1
02/22/2025,Rent (missed auto) [Ref:963955],,,"-$1,700.00","$1,682.00",1
12/05/2025,Where I live payment [TXN:440014],,,"-$2,775.00","$15,459.00",1
01/12/2025,Facility Solutions [Date:20250112] [05:52],,,-$100.00,"$12,541.00",0
12/04/2025,Unit charge [Payment:DS03] [12:01],,,"-$1,450.00","$43,278.00",0
01/14/2024,Monthly housing and utilities bundle [ID:249564],,,"-$1,075.00","$18,541.00",1
12/25/2025,Debit to Anderson [Invoice:422316] [01:06],,,-$900.00,"$11,691.00",0
04/15/2024,Periodic 30th payment [ID:20240415-103],,,"-$1,450.00","$28,992.00",0
05/18/2025,Dwelling remittance [ID:474664],,,"$1,400.00","$19,468.00",1
07/01/2024,Property Services LLC [Trans:416212],,,"-$2,075.00","$46,033.00",1
