Date,Description,Comments,Check Number,Amount,Balance,rent
09/24/2024,Recurring debit [Ref:RSNI],,,"-$2,625.00","$24,934.00",1
01/26/2024,Building Management (Unit 34A) [TXN:959870],,,"$2,025.00","$21,968.00",1
02/04/2025,Complex fee [ID:859749],,,-$850.00,"$23,615.00",0
11/25/2025,Scheduled transfer [Trans:384190] [06:43],,,"-$2,500.00","$30,267.00",0
06/23/2024,Quarterly dwelling [ID:884558] [06:11],,,"-$2,500.00","$17,458.00",1
12/08/2025,Building Management [Trans:257476],,,"-$1,050.00","$4,590.00",1
04/27/2024,Check #1234 for monthly [ID:880844],,,"-$2,525.00","$43,941.00",1
03/23/2025,Pad payment [Ref:DHKU],,,"-$1,100.00","$28,387.00",0
02/11/2025,HOA fee + tax [Date:20250211] [09:31],,,-$300.00,"$48,538.00",0
08/01/2024,Separate from rent - deposit [Ref:G871],,,"-$2,000.00","$47,528.00",0
05/24/2025,Property payment [Ref:858029],,,"-$2,950.00","$32,857.00",0
10/13/2024,Tenancy payment [Date:20241013],,,"-$2,650.00","$41,386.00",0
09/25/2024,Monthly auto-payment #822093,,,"-$2,900.00","$20,621.00",0
05/31/2025,Zelle to Davis [ID:770268] [07:35],,,"-$3,025.00","$42,264.00",1
06/27/2024,Building fee for residential unit [Date:20240627],,,"$1,425.00","$9,809.00",1
08/27/2025,Crib fee [Invoice:444778],,,-$900.00,"$40,149.00",0
12/05/2024,Building fee for residential unit [Ref:W1PM],,,"-$2,450.00","$40,514.00",1
05/26/2024,Payment on 1st of month #168936,,,-$600.00,"$3,894.00",0
03/22/2024,Facility Solutions (Unit 2C) [ID:20240322-786],,,"-$2,350.00","$4,525.00",1
09/25/2025,Rent payment (apartment) [Date:20250925],,,"-$1,400.00","$47,193.00",1
06/21/2024,Property Services LLC [Payment:GW8L] [14:35],,,$150.00,"$6,885.00",0
06/27/2024,First of month payment [Trans:580255],,,"-$1,000.00","$14,438.00",1
11/04/2025,HOA fee + tax [Invoice:897378],,,"-$2,200.00","$14,844.00",0
01/03/2025,Property payment [ID:20250103-580],,,"-$1,800.00","$49,304.00",0
01/18/2025,Complex Services [Ref:REAZ],,,"-$1,900.00","$43,270.00",1
01/28/2024,Dwelling disbursement plus fees [Payment:D8QZ],,,"-$1,800.00","$26,148.00",1
07/29/2025,Bi-weekly housing (Unit 31B) [Invoice:721026],,,"-$2,450.00","$18,601.00",1
04/25/2024,Unit charge for residential unit #344999,,,"-$2,550.00","$16,104.00",1
08/28/2024,Semi-monthly residence [Trans:627668],,,"-$2,900.00","$33,091.00",0
06/08/2025,Rent payment  [Invoice:970881],,,"-$2,725.00","$4,310.00",1
11/21/2024,Scheduled transfer (Unit 17C) [Payment:KF59] [22:50],,,"-$1,725.00","$3,253.00",1
06/07/2025,Zelle to Davis (Unit 50C) [Ref:808800],,,"-$1,250.00","$33,256.00",1
08/10/2025,Wire to Thompson [Ref:IS1B],,,"$1,350.00","$35,115.00",0
09/23/2025,Property payment [ID:573624],,,"-$1,000.00","$26,255.00",0
01/11/2024,Property fee #956872,,,"-$2,600.00","$44,766.00",0
02/14/2024,Non-rent housing expense [Ref:668085],,,"$1,400.00","$25,705.00",0
06/23/2025,Standing order payment (Unit 18C) [Ref:560511],,,"-$2,950.00","$39,915.00",1
11/09/2024,Service Quarterly [Date:20241109],,,"-$1,500.00","$38,290.00",0
03/06/2025,Additional to rent - fee [Invoice:433658],,,-$800.00,"$49,447.00",0
11/01/2024,Scheduled transfer [ID:598764],,,-$650.00,"$6,387.00",0
12/20/2025,Independent of rent - repair [ID:608447],,,"-$1,300.00","$32,960.00",0
06/04/2024,Payment on 1st of month [Trans:295074],,,"-$2,225.00","$7,418.00",1
03/31/2025,Recurring monthly payment [Invoice:269025],,,"-$2,700.00","$16,480.00",1
08/02/2024,Zelle to Davis #815533 [02:33],,,"-$2,600.00","$24,355.00",0
01/13/2025,Spot payment [Invoice:691314] [03:51],,,-$250.00,"$34,252.00",0
07/04/2024,Lease fee [Payment:2AJH],,,"-$2,700.00","$19,697.00",0
12/13/2024,Housing Associates #113192 [04:17],,,-$950.00,"$41,989.00",1
10/03/2025,Residential payment Calendar month #813753 [20:14],,,-$650.00,"$6,311.00",1
11/04/2025,Lease fee for residential unit [TXN:627147] [05:23],,,"-$2,975.00","$32,465.00",1
09/26/2025,Pad payment [TXN:253604],,,"$1,450.00","$4,266.00",0
10/14/2024,Real Estate Solutions [ID:954220],,,"-$2,025.00","$42,189.00",1
05/19/2025,Property payment [Ref:211760],,,-$400.00,"$4,692.00",0
03/24/2025,Payment to Wilson [Trans:135263],,,"-$1,675.00","$2,605.00",1
08/22/2025,Rent payment (primary residence) [Ref:3DYJ],,,"-$2,625.00","$30,558.00",1
08/20/2024,Lodgings remittance [ID:526820] [19:42],,,-$800.00,"$13,582.00",0
07/29/2024,Residential payment Every 30 days [Date:20240729],,,-$800.00,"$11,019.00",1
11/23/2025,Remittance to Moore #453020,,,"-$1,600.00","$26,776.00",1
09/08/2025,Recurring debit [ID:20250908-258],,,"$1,300.00","$19,490.00",1
05/08/2024,Recurring monthly payment [TXN:112444],,,"-$1,550.00","$39,537.00",0
12/09/2025,Invoice #APT2024-001 [ID:20251209-749] [20:12],,,"-$1,375.00","$40,602.00",1
06/07/2025,Besides rent - insurance [ID:986960] [23:40],,,-$700.00,"$25,908.00",0
10/13/2024,Rental payment [Invoice:324055],,,-$650.00,"$18,112.00",0
06/27/2025,Digs payment [Ref:9X8P],,,"-$1,700.00","$25,197.00",1
01/17/2025,Independent of rent - repair [Ref:372568],,,"-$1,900.00","$32,661.00",0
08/06/2024,Recurring monthly payment (Unit 32C) [TXN:575134],,,"-$2,250.00","$46,402.00",1
02/28/2024,Rent payment  [ID:560408] [19:57],,,"-$1,700.00","$27,480.00",1
11/26/2025,Apartment payment + parking #848568,,,"-$1,525.00","$43,316.00",1
01/21/2024,Spot payment [Trans:742185],,,"$1,100.00","$25,127.00",1
01/10/2025,Automated monthly payment [TXN:946198],,,"-$1,250.00","$21,431.00",1
03/13/2024,Besides rent - insurance [Invoice:506433],,,"-$1,450.00","$1,931.00",0
02/10/2024,Debit to Anderson [Trans:206264],,,"-$2,875.00","$31,140.00",1
05/02/2025,Periodic 30th payment [ID:20250502-157],,,"-$1,075.00","$12,101.00",1
04/26/2025,Quarterly dwelling [ID:920506] [10:50],,,"-$1,000.00","$46,158.00",1
04/09/2025,Remittance: DWELLING #886741,,,-$700.00,"$10,808.00",1
11/22/2024,Transfer to Miller [ID:20241122-203],,,$850.00,"$49,099.00",1
09/22/2025,Lease fee [TXN:183211],,,-$950.00,"$20,982.00",0
01/06/2025,Payment to Wilson [TXN:252938],,,"-$1,700.00","$30,233.00",0
11/04/2024,Apart from rent - maintenance [TXN:388793],,,$700.00,"$47,275.00",0
10/13/2025,Building disbursement [TXN:102069],,,"-$2,300.00","$22,540.00",0
01/18/2025,Quarterly dwelling [ID:984855],,,"-$1,000.00","$9,188.00",0
01/15/2024,Periodic 30th payment #275338,,,"-$2,925.00","$34,951.00",1
11/02/2024,Rent payment  [Ref:510420],,,$750.00,"$28,355.00",1
10/28/2025,Debit to Anderson [Ref:3V59],,,"-$2,850.00","$28,199.00",0
11/07/2024,Maintenance fee + insurance [Trans:954823],,,"-$1,550.00","$46,080.00",0
10/12/2025,Strata payment [Invoice:944967],,,"-$2,025.00","$12,372.00",1
05/26/2025,Place remittance [Ref:420186],,,"$2,500.00","$46,127.00",1
10/20/2025,Mid-month transfer #681045,,,"-$2,400.00","$14,188.00",1
09/07/2024,Regular payment [TXN:955604],,,"$2,300.00","$28,223.00",1
12/17/2025,Rent payment  [Trans:589397],,,-$925.00,"$42,651.00",1
04/11/2024,Residence fee including amenities [Payment:W4HM],,,-$900.00,"$35,624.00",1
04/25/2024,End of month remittance [Payment:5NNP],,,"-$2,350.00","$40,330.00",1
05/03/2024,Flat fee [Date:20240503],,,-$750.00,"$40,557.00",1
05/22/2024,Complex charge for residential unit [Invoice:516263] [20:33],,,-$950.00,"$23,013.00",1
01/26/2025,Lodgings remittance [Trans:828735],,,"-$1,875.00","$15,832.00",1
03/21/2024,Real Estate Solutions #802821,,,-$500.00,"$25,667.00",0
06/02/2025,Tenancy payment [Ref:240890],,,"-$1,925.00","$48,462.00",1
11/03/2025,Complex charge [Date:20251103],,,"-$1,850.00","$23,023.00",0
07/31/2025,Complex fee [Ref:825545] [09:40],,,-$650.00,"$23,598.00",0
05/01/2024,Recurring monthly payment [Payment:U4BM],,,"-$1,500.00","$25,363.00",0
05/11/2024,Membership Last day [TXN:454842],,,-$650.00,"$38,127.00",0
07/19/2024,Complex fee [Ref:4R0D] [11:33],,,"-$2,850.00","$14,509.00",0
02/02/2024,Transfer to Miller [Payment:HUO6],,,-$300.00,"$16,572.00",0
12/10/2024,Domicile Solutions [Payment:QCLY],,,"-$2,375.00","$32,168.00",1
02/27/2024,Dwelling disbursement plus fees #856636,,,"-$2,275.00","$11,423.00",1
03/25/2024,NOT rent - utilities [TXN:541134],,,"-$2,150.00","$37,004.00",0
05/07/2025,End of month remittance [TXN:137884],,,"-$2,800.00","$24,181.00",0
02/09/2025,Building payment [Invoice:315441],,,"-$1,500.00","$16,504.00",0
06/23/2024,Zelle to Davis [TXN:361958] [21:05],,,"-$1,800.00","$27,792.00",1
12/28/2024,Check #1234 for monthly #405112 [14:41],,,"-$2,225.00","$44,919.00",1
12/11/2024,Place remittance [Ref:E563],,,"-$2,950.00","$31,728.00",0
04/09/2024,Complex payment for residential unit [Trans:923407],,,"-$2,975.00","$15,528.00",1
12/05/2025,Property fee [ID:20251205-915],,,"-$1,350.00","$4,824.00",0
01/30/2025,Property payment for residential unit [Ref:P8PW],,,$700.00,"$47,650.00",1
05/19/2024,Standard monthly charge (Unit 7C) [Invoice:385235],,,"-$2,850.00","$45,072.00",1
11/21/2024,Property fee for residential unit [ID:20241121-995],,,-$700.00,"$5,407.00",1
08/29/2025,Remittance to Moore [Trans:945976],,,"-$2,350.00","$38,729.00",1
04/08/2024,Unit payment for residential unit [Invoice:872823],,,$950.00,"$31,497.00",1
12/01/2025,Spot payment [ID:20251201-5],,,"-$1,000.00","$6,669.00",0
03/23/2024,Lease fee [Trans:403713],,,-$850.00,"$31,204.00",0
07/05/2024,Additional to rent - fee [ID:20240705-262],,,"$1,150.00","$28,726.00",0
10/03/2025,Non-rent housing expense [Invoice:200284] [23:12],,,-$950.00,"$31,723.00",0
05/04/2024,Housing Associates [Date:20240504],,,"-$2,100.00","$39,846.00",0
11/07/2024,Distinct from rent - service [Invoice:791560],,,"-$2,150.00","$37,551.00",0
04/27/2025,Recurring 1st week [ID:20250427-667],,,"-$1,600.00","$44,603.00",1
12/07/2025,Distinct from rent - service [Invoice:182011],,,"-$1,650.00","$33,240.00",0
09/26/2024,Tenancy payment [Trans:967182],,,-$675.00,"$31,063.00",1
01/10/2025,Complex fee [ID:20250110-462],,,"-$2,350.00","$33,691.00",0
04/10/2025,ACH to Johnson LLC [ID:364164],,,"$2,850.00","$37,613.00",0
01/13/2024,Unit Management (Unit 48A) [TXN:817411],,,"-$1,700.00","$49,234.00",1
08/04/2024,End of month remittance [Payment:R2R6],,,"-$1,700.00","$33,870.00",1
12/24/2024,Crib fee [ID:587842],,,"-$2,350.00","$24,299.00",0
03/02/2025,Check #1234 for monthly [Invoice:938775],,,"$1,300.00","$12,594.00",0
05/16/2024,Rent payment (apartment) [Ref:668326] [05:24],,,"-$2,275.00","$28,895.00",1
03/02/2024,NOT rent - utilities [ID:385822],,,"-$1,000.00","$7,333.00",0
08/09/2024,Premises Services [Invoice:761066],,,"-$2,125.00","$47,661.00",1
08/27/2025,Building fee for residential unit [ID:20250827-110],,,"-$3,050.00","$28,797.00",1
04/26/2024,Rent with included services [Ref:CKI4],,,"-$1,650.00","$27,478.00",1
12/01/2025,Strata payment [Ref:480288] [10:36],,,"-$2,700.00","$47,741.00",1
11/15/2024,Tenancy remittance [Trans:573079],,,"-$1,150.00","$45,394.00",1
03/20/2024,Remittance to Moore [Trans:700146],,,"-$1,525.00","$34,592.00",1
09/12/2025,Crib fee [ID:247964],,,"$2,700.00","$48,682.00",0
09/30/2024,Unit remittance [ID:20240930-868],,,-$350.00,"$32,466.00",0
05/27/2024,Unit Management [Ref:DOGD],,,"-$1,900.00","$42,493.00",0
11/20/2024,HOA fee incl. services [Trans:563156] [02:36],,,"$3,050.00","$15,036.00",0
12/11/2025,Rent payment (apartment) [Ref:601508] [20:28],,,-$875.00,"$49,685.00",1
06/13/2024,Other than rent - tax [Invoice:305472],,,"$2,200.00","$20,019.00",0
03/06/2025,Residential payment 20th periodic [Date:20250306],,,"-$1,950.00","$21,153.00",1
12/14/2025,Real Estate Solutions #679766,,,"-$2,450.00","$25,778.00",0
05/17/2025,Building fee [Date:20250517],,,"-$1,100.00","$26,331.00",0
08/15/2024,Quarterly dwelling (Unit 11B) [Ref:N1U4],,,"-$1,850.00","$46,364.00",1
08/25/2024,Remittance to Moore [Invoice:947196] [21:32],,,"-$2,200.00","$10,534.00",0
05/07/2025,Residential payment 1st of month [Trans:910056],,,-$725.00,"$35,446.00",1
09/04/2025,Rent payment (primary residence) #893597,,,"-$2,575.00","$44,125.00",1
07/19/2024,Property remittance for residential unit [ID:935156],,,"-$2,400.00","$48,167.00",1
07/24/2025,Unit letting [Payment:GFLR],,,"$2,250.00","$25,831.00",1
05/06/2025,Lease fee for residential unit [Payment:SNS7],,,"-$1,300.00","$38,995.00",1
08/01/2024,Apartment payment + parking [ID:20240801-471] [02:57],,,"-$2,550.00","$4,769.00",1
04/05/2025,Lease payment for residential unit [Trans:994827] [02:38],,,"-$2,975.00","$36,277.00",1
01/02/2025,Rent payment (primary residence) [Ref:696144],,,"-$1,425.00","$38,628.00",1
09/19/2024,Facility Solutions (Unit 36C) [ID:20240919-955],,,"-$2,125.00","$23,949.00",1
08/04/2024,End of month remittance [Invoice:728535],,,"-$2,050.00","$14,362.00",0
04/21/2025,Domicile Solutions [Payment:U36P] [22:17],,,"-$2,200.00","$1,543.00",1
12/07/2025,Payment on 1st of month [Ref:10MV],,,-$300.00,"$21,346.00",0
11/25/2024,Premises Services [ID:20241125-748],,,-$400.00,"$48,290.00",0
11/22/2025,Facility Solutions [Trans:111648],,,-$850.00,"$33,556.00",0
12/10/2025,Complex charge [Ref:213530] [13:33],,,"-$2,800.00","$21,917.00",0
06/07/2024,Rent payment  [Ref:O46Y],,,"-$2,150.00","$4,582.00",1
08/05/2025,Property Services LLC [Invoice:557314],,,"-$1,400.00","$24,325.00",0
10/13/2024,Besides rent - insurance [Ref:787817],,,"-$2,050.00","$25,485.00",0
11/20/2024,Building disbursement for residential unit [Ref:873857],,,"-$2,400.00","$23,886.00",1
02/25/2025,Residence fee including amenities #143029,,,"-$1,050.00","$20,088.00",1
08/14/2025,Besides rent - insurance [Payment:T62U],,,"-$2,750.00","$21,576.00",0
05/18/2024,Complex charge [Ref:159147],,,-$100.00,"$19,802.00",0
04/19/2024,Unit remittance for residential unit [Date:20240419],,,"-$2,675.00","$46,986.00",1
07/15/2025,Residential payment 20th periodic [TXN:970286],,,-$650.00,"$36,626.00",1
12/04/2025,Residential payment 20th periodic [Ref:138727],,,"-$2,225.00","$31,928.00",1
01/07/2024,Building fee #111023,,,-$950.00,"$24,639.00",0
03/03/2025,Mid-month transfer [Invoice:993985],,,-$150.00,"$34,510.00",0
05/02/2025,Complex charge for residential unit [Ref:611195],,,"$2,400.00","$21,210.00",1
06/05/2024,Automated monthly payment [Trans:721270] [09:11],,,"-$2,400.00","$2,197.00",0
11/22/2025,Excluding rent - HOA #558075,,,"-$2,600.00","$9,570.00",0
08/12/2024,Rent with included services [Invoice:355188],,,$650.00,"$36,208.00",1
07/31/2024,Housing Associates [Invoice:435429] [21:21],,,"-$1,375.00","$28,318.00",1
02/02/2024,Landlord services payment [Ref:890272],,,"-$2,400.00","$46,845.00",1
10/03/2024,Monthly on 15th [ID:604245],,,"-$1,550.00","$4,232.00",0
12/21/2024,Rent payment (apartment) [ID:197157] [13:58],,,-$950.00,"$27,630.00",1
02/28/2025,Unit letting [ID:20250228-285],,,"-$1,350.00","$20,037.00",0
03/11/2025,Property payment [Invoice:388916] [13:11],,,"-$2,050.00","$15,983.00",0
01/25/2025,Building payment for residential unit [Invoice:652067],,,"-$2,200.00","$8,059.00",1
12/30/2025,First of month payment [ID:760548],,,"-$1,150.00","$6,378.00",1
06/16/2024,Building fee for residential unit [Payment:UGGG],,,"-$2,075.00","$30,900.00",1
05/09/2025,Rent payment  [Date:20250509],,,"-$2,575.00","$12,151.00",1
08/08/2024,Rent payment (primary residence) [Trans:569161] [20:26],,,"-$2,825.00","$35,584.00",1
05/13/2025,Standard monthly charge [Ref:LDBL],,,"-$2,175.00","$18,205.00",1
10/23/2024,Regular payment [ID:20241023-911],,,"-$1,350.00","$1,397.00",1
11/07/2024,Facility Solutions [Date:20241107],,,-$900.00,"$25,980.00",0
04/30/2025,Monthly obligation [ID:175185],,,"-$2,550.00","$18,506.00",0
10/19/2025,Recurring 1st week [Trans:998788],,,"-$1,700.00","$39,169.00",0
07/16/2025,Quarterly dwelling [Invoice:985945],,,-$650.00,"$6,104.00",0
07/07/2025,Quarterly dwelling [Date:20250707],,,"-$2,600.00","$40,593.00",1
08/29/2024,Lease obligation payment [Invoice:858879],,,"-$1,750.00","$47,740.00",1
02/24/2024,Remittance: DWELLING [ID:20240224-9],,,"-$2,625.00","$10,090.00",1
03/01/2024,Mid-month transfer (Unit 15B) [Ref:538645],,,"-$1,250.00","$11,767.00",1
08/02/2024,Subscription Semi-monthly [TXN:304198],,,"-$1,550.00","$7,327.00",0
03/04/2024,Apart from rent - maintenance #367658 [12:18],,,"-$1,850.00","$31,608.00",0
03/11/2024,Rent payment  [Ref:Z99F],,,"-$2,775.00","$28,517.00",1
03/14/2025,Facility management disbursement [Trans:790893],,,"-$1,050.00","$38,694.00",1
07/04/2025,Rent payment (primary residence) [Trans:692688],,,"-$2,400.00","$37,850.00",1
09/29/2025,Property payment #805893,,,-$900.00,"$34,625.00",0
03/09/2025,Residential Services [Invoice:757884],,,-$350.00,"$9,363.00",0
10/18/2025,Rent payment (primary residence) [Ref:H2K1],,,"-$1,100.00","$49,306.00",1
10/22/2024,Lease charge #309921 [06:21],,,"-$2,350.00","$35,101.00",0
12/13/2024,Debit to Anderson [TXN:924473],,,"$1,825.00","$2,392.00",1
04/26/2025,Payment on 1st of month [Payment:AGDF],,,"-$2,650.00","$14,981.00",1
04/19/2024,Periodic 30th payment [TXN:682470],,,"-$2,000.00","$11,046.00",0
10/04/2025,Payment to Wilson (Unit 17B) [Trans:138114],,,"-$1,225.00","$43,336.00",1
03/21/2024,Rent payment (apartment) [ID:20240321-250] [11:50],,,"-$1,750.00","$12,705.00",1
02/28/2025,NOT rent - utilities [ID:839979],,,"-$1,800.00","$37,872.00",0
06/29/2024,Recurring 1st week (Unit 22A) #769873,,,"-$2,100.00","$29,641.00",1
01/23/2024,Service Semi-monthly [Trans:554652],,,-$100.00,"$36,001.00",0
05/22/2025,HOA fee incl. services [Payment:99E6],,,"-$1,900.00","$35,380.00",0
10/06/2024,Wire to Thompson (Unit 19A) #644957,,,"-$1,750.00","$22,421.00",1
06/18/2024,Letting fee [Invoice:733901],,,"-$1,050.00","$39,871.00",1
08/05/2024,Debit to Anderson [ID:20240805-814],,,"-$1,200.00","$20,968.00",0
07/24/2024,Semi-monthly residence (Unit 14C) [Ref:B7TU],,,-$725.00,"$38,569.00",1
09/14/2025,Monthly obligation [Invoice:906502],,,"-$1,150.00","$19,123.00",1
05/22/2024,NOT rent - utilities [Payment:YBU5],,,"-$2,500.00","$37,146.00",0
05/07/2024,Other than rent - tax [Trans:685478],,,-$600.00,"$4,904.00",0
09/07/2025,Rent payment  #280102,,,"-$1,900.00","$12,968.00",1
10/19/2024,End of month remittance (Unit 19A) [Payment:KWEY],,,"-$1,350.00","$6,482.00",1
06/24/2025,Excluding rent - HOA [ID:627553] [09:50],,,"$1,500.00","$29,344.00",0
02/03/2025,Property Services LLC #898857,,,"-$2,100.00","$40,844.00",1
12/03/2025,Recurring monthly payment (Unit 4A) #623090,,,"-$2,700.00","$16,679.00",1
12/19/2024,Complex fee #137202,,,"-$2,050.00","$10,067.00",0
12/10/2024,Residential payment Semi-monthly [ID:170411],,,"-$1,900.00","$17,477.00",1
09/16/2025,Domicile Solutions (Unit 27C) [Date:20250916],,,"-$1,925.00","$20,833.00",1
09/09/2024,Monthly on 15th (Unit 46B) [Date:20240909],,,"-$1,975.00","$27,275.00",1
06/11/2025,Rent payment  [Payment:3SLG],,,"-$1,225.00","$46,019.00",1
12/30/2025,Recurring 1st week [ID:20251230-951],,,"-$2,050.00","$43,028.00",1
10/22/2024,Debit to Anderson (Unit 17B) #450243,,,"-$2,175.00","$30,658.00",1
09/15/2024,Recurring 1st week [ID:20240915-46],,,"-$2,000.00","$28,093.00",0
12/01/2025,Mid-month transfer [ID:20251201-21],,,"-$3,075.00","$29,409.00",1
12/27/2025,Wire to Thompson [ID:912521],,,"-$1,300.00","$41,307.00",0
06/24/2024,Rent payment (primary residence) [Invoice:503499],,,"-$2,725.00","$38,137.00",1
04/15/2025,Periodic 30th payment [TXN:442129],,,"-$1,250.00","$39,218.00",0
08/02/2025,Domicile Solutions #501118 [10:28],,,-$600.00,"$25,927.00",0
07/14/2025,Unit fee for residential unit [Trans:953494],,,"-$2,000.00","$4,594.00",1
03/21/2024,Residential Services [TXN:836342],,,"-$2,250.00","$22,663.00",1
04/20/2025,Residential Services #667219,,,"-$2,450.00","$38,771.00",0
04/25/2025,Service fee incl. services [TXN:678074],,,"-$2,700.00","$29,770.00",0
10/12/2025,Building fee for residential unit [Date:20251012],,,"-$1,125.00","$26,112.00",1
12/12/2024,Complex payment [Date:20241212],,,-$150.00,"$2,521.00",0
08/24/2025,Lease payment for residential unit #638897,,,"-$1,000.00","$39,677.00",1
08/22/2025,Wire to Thompson [Date:20250822],,,-$825.00,"$17,330.00",1
02/24/2024,Rental payment [Ref:965894] [16:17],,,-$850.00,"$7,345.00",0
04/24/2024,Separate from rent - deposit [Ref:3JC0],,,-$350.00,"$45,817.00",0
11/01/2025,Rent payment  [Date:20251101] [07:30],,,-$975.00,"$13,832.00",1
06/11/2024,Monthly on 15th [Ref:TSDP],,,"-$2,850.00","$24,601.00",0
05/01/2024,Building payment for residential unit [Payment:3DGY] [03:49],,,"-$2,875.00","$33,796.00",1
07/01/2024,Crib fee [ID:457502],,,-$900.00,"$45,178.00",1
04/06/2024,Housing Associates [Ref:516505],,,-$850.00,"$39,800.00",0
12/10/2025,Wire to Thompson [Invoice:199699],,,"-$1,825.00","$30,687.00",1
06/08/2025,Independent of rent - repair [Ref:984736],,,-$350.00,"$14,025.00",0
01/13/2024,Rent payment (apartment) #757547 [02:44],,,"-$2,850.00","$1,109.00",1
06/07/2025,Wire to Thompson [Payment:1LUT],,,"-$2,750.00","$2,370.00",0
07/30/2025,Building fee #195878,,,"-$1,950.00","$2,395.00",0
03/03/2024,Wire to Thompson [ID:913755],,,"-$1,150.00","$30,051.00",1
07/23/2025,Separate from rent - deposit [Invoice:934575],,,"-$1,050.00","$9,879.00",0
06/08/2025,End of month remittance (Unit 18B) #249091,,,"-$1,350.00","$29,831.00",1
07/19/2024,Separate from rent - deposit [Trans:793127],,,"-$2,450.00","$1,498.00",0
07/17/2024,Debit to Anderson [Ref:IPDT],,,"-$2,825.00","$35,539.00",1
12/20/2024,Building payment for residential unit [TXN:604808],,,"-$2,850.00","$20,970.00",1
02/01/2025,Membership Last day [ID:539975],,,"-$1,950.00","$26,543.00",0
02/09/2024,Monthly housing and utilities bundle [Payment:MSU1],,,-$950.00,"$2,159.00",1
02/23/2025,Monthly on 15th (Unit 30B) [Invoice:987832],,,-$850.00,"$47,685.00",1
06/12/2025,Lease charge for residential unit [Payment:AJKF],,,"-$2,000.00","$13,529.00",1
07/07/2025,Transfer to Miller (Unit 16A) [ID:20250707-67],,,"-$2,500.00","$15,235.00",1
11/03/2025,Unit payment [Trans:553668] [23:52],,,-$400.00,"$23,226.00",0
09/17/2025,Quarterly dwelling (Unit 13B) [Invoice:216831],,,"-$2,450.00","$38,706.00",1
01/24/2025,Periodic 30th payment (Unit 45A) [Payment:QZLV],,,"-$1,825.00","$32,130.00",1
12/06/2025,Unit Management [Trans:377644],,,"-$1,800.00","$42,715.00",0
02/06/2024,Recurring monthly payment [Invoice:270956],,,"-$1,150.00","$29,177.00",0
03/28/2025,Property payment [ID:705027],,,"-$1,300.00","$8,398.00",0
01/23/2024,Monthly auto-payment [Date:20240123],,,-$750.00,"$12,432.00",0
05/01/2025,Complex payment [Invoice:326138],,,"$2,000.00","$13,121.00",0
09/04/2024,Domicile Solutions [Payment:GC09],,,"-$2,200.00","$17,318.00",1
07/29/2025,Lease fee [Payment:6UAW],,,"-$1,550.00","$4,751.00",0
02/10/2025,Unit charge [TXN:888900],,,"-$2,400.00","$7,073.00",0
05/16/2024,Recurring debit [Date:20240516],,,-$650.00,"$39,688.00",0
03/12/2025,Place remittance [TXN:862387] [03:28],,,"-$1,300.00","$25,534.00",0
07/07/2025,Complex payment [Ref:130658],,,"-$1,900.00","$31,112.00",0
07/08/2024,Residential Services [Trans:302687],,,-$550.00,"$40,835.00",0
05/18/2025,Building payment [Invoice:390755],,,"-$2,300.00","$13,205.00",0
05/13/2025,Lease fee for residential unit [Date:20250513],,,"-$2,600.00","$23,578.00",1
10/10/2024,Complex Services [Invoice:800897],,,"-$2,725.00","$41,430.00",1
11/30/2024,Recurring monthly payment [Trans:387037],,,"$1,350.00","$5,453.00",1
08/21/2025,Unit charge for residential unit [Trans:560159],,,-$625.00,"$36,185.00",1
02/26/2024,Crib fee [Ref:559375],,,"-$1,800.00","$26,035.00",0
11/11/2025,Flat fee [Ref:FCH1] [23:25],,,"$2,150.00","$27,439.00",1
04/26/2024,Debit to Anderson [ID:20240426-814],,,"-$1,050.00","$32,738.00",1
10/16/2025,Check #1234 for monthly [Ref:UWQD],,,-$925.00,"$49,363.00",1
07/07/2024,Payment to Wilson #478844,,,"$2,700.00","$40,393.00",0
01/23/2025,Unit remittance for residential unit [TXN:851410] [08:38],,,-$575.00,"$31,351.00",1
02/02/2024,Rent payment (apartment) #955156 [05:14],,,"$1,425.00","$21,646.00",1
07/11/2024,Debit to Anderson [Invoice:951202],,,"-$2,575.00","$39,020.00",1
02/03/2025,Independent of rent - repair #386132,,,"-$2,050.00","$34,454.00",0
09/22/2024,Unit payment including maintenance [Ref:668126],,,"-$2,600.00","$37,959.00",1
06/21/2025,Periodic 30th payment [Date:20250621],,,"$1,000.00","$33,901.00",0
09/05/2024,Unit Management [Invoice:580805] [02:09],,,-$700.00,"$12,321.00",0
02/08/2024,Monthly on 15th [ID:20240208-900],,,"-$1,050.00","$14,776.00",1
08/23/2024,Unit payment for residential unit [TXN:622357] [23:27],,,"-$3,100.00","$30,623.00",1
05/02/2025,Quarterly dwelling [ID:369049],,,"-$1,475.00","$31,651.00",1
05/23/2024,Recurring 1st week [Date:20240523],,,"-$2,075.00","$24,299.00",1
07/12/2025,Wire to Thompson (Unit 24C) [ID:746708] [10:29],,,"-$2,250.00","$49,198.00",1
11/09/2025,Unit fee for residential unit [Date:20251109],,,"-$2,075.00","$47,102.00",1
11/03/2024,Independent of rent - repair [ID:20241103-111],,,"$1,100.00","$5,548.00",0
08/03/2024,Domicile Solutions [Invoice:342045],,,"-$2,500.00","$29,131.00",0
01/13/2024,Letting fee [Trans:627879],,,"-$1,200.00","$23,607.00",1
05/17/2025,Rent payment (apartment) [Invoice:882134],,,"-$1,075.00","$8,238.00",1
